V	1002	ATI Technologies Inc
X	502F17AA	GeForce GT 720M
X	503017AA	GeForce 705M
X	503117AA	GeForce 705M
X	50311B6C	GeForce GT 720M
X	503217AA	GeForce 820M
X	503317AA	GeForce 820M
X	503E17AA	GeForce 710M
X	503F17AA	GeForce 820M
X	504017AA	GeForce 820M
X	55301B50	GeForce 820M
X	85951043	GeForce GT 720M
X	85EA1043	GeForce GT 720M
X	85EB1043	GeForce 820M
X	85EC1043	GeForce 820M
X	85EE1043	GeForce GT 720M
X	85F31043	GeForce 820M
X	860E1043	GeForce 820M
X	861A1043	GeForce 820M
X	861B1043	GeForce 820M
X	86281043	GeForce 820M
X	86431043	GeForce 820M
X	864C1043	GeForce 820M
X	86521043	GeForce 820M
X	86601043	GeForce 820M
X	86611043	GeForce 820M
X	90D71B0A	GeForce 820M
X	90DD1B0A	GeForce 820M
X	999F1019	GeForce GT 720M
X	AA331462	GeForce 720M
X	AAA21462	GeForce GT 720M
X	AAA31462	GeForce 820M
X	ACB21462	GeForce GT 720M
X	ACC11462	GeForce GT 720M
X	AE611462	GeForce 720M
X	AE651462	GeForce GT 720M
X	AE6A1462	GeForce 820M
X	AE711462	GeForce GT 720M
X	B092144D	GeForce GT 620M
X	C0D5144D	GeForce GT 630M
X	C0D7144D	GeForce GT 620M
X	C0E2144D	NVS 5200M
X	C0E3144D	NVS 5200M
X	C0E4144D	NVS 5200M
X	C10D144D	GeForce 820M
X	C652144D	GeForce GT 620M
X	C709144D	GeForce 710M
X	C711144D	GeForce 710M
X	C736144D	GeForce 710M
X	C737144D	GeForce 710M
X	C745144D	GeForce 820M
X	C750144D	GeForce 820M
X	FA011179	GeForce 710M
X	FA021179	GeForce 710M
X	FA031179	GeForce 710M
X	FA051179	GeForce 710M
X	FA111179	GeForce 710M
X	FA131179	GeForce 710M
X	FA181179	GeForce 710M
X	FA191179	GeForce 710M
X	FA211179	GeForce 710M
X	FA231179	GeForce 710M
X	FA2A1179	GeForce 710M
X	FA321179	GeForce 710M
X	FA331179	GeForce 710M
X	FA361179	GeForce 710M
X	FA381179	GeForce 710M
X	FA421179	GeForce 710M
X	FA431179	GeForce 710M
X	FA451179	GeForce 710M
X	FA471179	GeForce 710M
X	FA491179	GeForce 710M
X	FA581179	GeForce 710M
X	FA591179	GeForce 710M
X	FA881179	GeForce 710M
X	FA891179	GeForce 710M
D	1180	GeForce GTX 680
X	068B1028	GeForce GTX 680
X	07901028	GeForce GTX 680
X	079A1028	GeForce GTX 680
X	096910DE	GeForce GTX 680
X	099910DE	GeForce GTX 680
X	100C10DE	GeForce GTX 680
X	1255174B	GeForce GTX 680
D	1183	GeForce GTX 660 Ti
X	068B1028	GeForce GTX 660 Ti
X	07901028	GeForce GTX 660 Ti
X	079A1028	GeForce GTX 660 Ti
D	1184	GeForce GTX 770
X	068B1028	GeForce GTX 770
X	07901028	GeForce GTX 770
X	079A1028	GeForce GTX 770
X	103310DE	GeForce GTX 770
X	105810DE	GeForce GTX 770
X	4255174B	GeForce GTX 770
D	1185	GeForce GTX 660
X	068B1028	GeForce GTX 660
X	07901028	GeForce GTX 660
X	079A1028	GeForce GTX 660
X	098A10DE	GeForce GTX 660
X	106F10DE	GeForce GTX 760
X	2260174B	GeForce GTX 660
X	28411462	GeForce GTX 660
X	3C281642	GeForce GTX 660
X	6889103C	GeForce GTX 660
D	1187	GeForce GTX 760
X	068B1028	GeForce GTX 760
X	07901028	GeForce GTX 760
X	079A1028	GeForce GTX 760
X	28491462	GeForce GTX 760
X	3265174B	GeForce GTX 760
X	3D341642	GeForce GTX 760
X	85E91043	GeForce GTX 760
D	1188	GeForce GTX 690
X	068B1028	GeForce GTX 690
X	07901028	GeForce GTX 690
X	079A1028	GeForce GTX 690
X	095B10DE	GeForce GTX 690
D	1189	GeForce GTX 670
X	068B1028	GeForce GTX 670
X	07901028	GeForce GTX 670
X	079A1028	GeForce GTX 670
X	097A10DE	GeForce GTX 670
X	107410DE	GeForce GTX 760 Ti OEM
X	1260174B	GeForce GTX 670
D	118E	GeForce GTX 760 (192-bit)
X	068B1028	GeForce GTX 760 (192-bit)
X	07901028	GeForce GTX 760 (192-bit)
X	079A1028	GeForce GTX 760 (192-bit)
X	098A10DE	GeForce GTX 760 (192-bit)
X	106F10DE	GeForce GTX 760 (192-bit)
X	284B1462	GeForce GTX 760 (192-bit)
X	6265174B	GeForce GTX 760 (192-bit)
X	6892103C	GeForce GTX 760 (192-bit)
X	84771043	GeForce GTX 760 (192-bit)
X	86501043	GeForce GTX 760 (192-bit)
D	118F	Tesla K10
D	1193	GeForce GTX 760 Ti OEM
X	068B1028	GeForce GTX 760 Ti OEM
X	07901028	GeForce GTX 760 Ti OEM
X	079A1028	GeForce GTX 760 Ti OEM
D	1194	Tesla K8
D	1195	GeForce GTX 660
X	068B1028	GeForce GTX 660
X	07901028	GeForce GTX 660
X	079A1028	GeForce GTX 660
D	1198	GeForce GTX 880M
X	02701558	GeForce GTX 880M
X	03761558	GeForce GTX 880M
X	03771558	GeForce GTX 880M
X	05AA1028	GeForce GTX 880M
X	05AB1028	GeForce GTX 880M
X	05AD1028	GeForce GTX 880M
X	05AE1028	GeForce GTX 880M
X	11051462	GeForce GTX 880M
X	110F1462	GeForce GTX 880M
X	11191462	GeForce GTX 880M
X	119A1462	GeForce GTX 880M
X	157D1043	GeForce GTX 880M
X	52811558	GeForce GTX 880M
X	74811558	GeForce GTX 880M
X	A5521458	GeForce GTX 880M
X	AF181462	GeForce GTX 880M
X	D0011458	GeForce GTX 880M
D	1199	GeForce GTX 870M
X	03761558	GeForce GTX 870M
X	1097152D	GeForce GTX 870M
X	10FD1462	GeForce GTX 870M
X	11031462	GeForce GTX 870M
X	11061462	GeForce GTX 870M
X	11101462	GeForce GTX 870M
X	111A1462	GeForce GTX 870M
X	14561458	GeForce GTX 870M
X	157D1043	GeForce GTX 870M
X	52811558	GeForce GTX 870M
X	67491A58	GeForce GTX 870M
X	74811558	GeForce GTX 870M
X	A5521458	GeForce GTX 870M
X	AF181462	GeForce GTX 870M
X	B5561458	GeForce GTX 870M
X	D0011458	GeForce GTX 760
D	119A	GeForce GTX 860M
X	03761558	GeForce GTX 860M
X	05AA1028	GeForce GTX 860M
X	05AB1028	GeForce GTX 860M
X	05AD1028	GeForce GTX 860M
X	05AE1028	GeForce GTX 860M
X	11021462	GeForce GTX 860M
X	11041462	GeForce GTX 860M
X	17561458	GeForce GTX 860M
X	52811558	GeForce GTX 860M
X	74811558	GeForce GTX 860M
X	A5521458	GeForce GTX 860M
X	B5561458	GeForce GTX 860M
X	D0011458	GeForce GTX 860M
D	119D	GeForce GTX 775M
X	0120106B	GeForce GTX 775M
D	119E	GeForce GTX 780M
X	0121106B	GeForce GTX 780M
D	119F	GeForce GTX 780M
X	02701558	GeForce GTX 780M
X	02711558	GeForce GTX 780M
X	03761558	GeForce GTX 780M
X	03771558	GeForce GTX 780M
X	05AA1028	GeForce GTX 780M
X	05AB1028	GeForce GTX 780M
X	05AD1028	GeForce GTX 780M
X	05AE1028	GeForce GTX 780M
X	10EA1462	GeForce GTX 780M
X	213E1043	GeForce GTX 780M
X	21BB1043	GeForce GTX 780M
X	51061558	GeForce GTX 780M
X	71041558	GeForce GTX 780M
D	11A0	GeForce GTX 680M
X	02701558	GeForce GTX 680M
X	02711558	GeForce GTX 680M
X	03711558	GeForce GTX 680M
X	03721558	GeForce GTX 680M
X	05501028	GeForce GTX 680M
X	05511028	GeForce GTX 680M
X	057B1028	GeForce GTX 680M
X	05801028	GeForce GTX 680M
X	0964196E	GeForce GTX 680M
X	10BC1462	GeForce GTX 680M
X	10BE1462	GeForce GTX 680M
X	51051558	GeForce GTX 680M
X	71021558	GeForce GTX 680M
X	AF151462	GeForce GTX 680M
D	11A1	GeForce GTX 670MX
X	02701558	GeForce GTX 670MX
X	02711558	GeForce GTX 670MX
X	03711558	GeForce GTX 670MX
X	10AD1043	GeForce GTX 670MX
X	10D91462	GeForce GTX 670MX
X	21AB1043	GeForce GTX 670MX
X	51051558	GeForce GTX 670MX
X	71021558	GeForce GTX 670MX
X	AF151462	GeForce GTX 670MX
D	11A2	GeForce GTX 675MX
X	010C106B	GeForce GTX 675MX
D	11A3	GeForce GTX 680MX
X	010D106B	GeForce GTX 680MX
D	11A7	GeForce GTX 675MX
X	10D91462	GeForce GTX 675MX
X	51051558	GeForce GTX 675MX
X	71021558	GeForce GTX 675MX
X	AF151462	GeForce GTX 675MX
D	11B4	Quadro K4200
D	11B6	Quadro K3100M
X	05CD1028	Quadro K3100M
X	10FC1462	Quadro K3100M
X	10FD1462	Quadro K3100M
X	11521462	Quadro K3100M
X	118C1462	Quadro K3100M
X	15CD1028	Quadro K3100M
X	190A103C	Quadro K3100M
X	197A103C	Quadro K3100M
X	2255103C	Quadro K3100M
X	2256103C	Quadro K3100M
X	51061558	Quadro K3100M
X	52811558	Quadro K3100M
X	71041558	Quadro K3100M
X	74811558	Quadro K3100M
X	75001558	Quadro K3100M
X	77001558	Quadro K3100M
D	11B7	Quadro K4100M
X	05CD1028	Quadro K4100M
X	11001462	Quadro K4100M
X	11531462	Quadro K4100M
X	118D1462	Quadro K4100M
X	15CD1028	Quadro K4100M
X	190A103C	Quadro K4100M
X	197A103C	Quadro K4100M
X	2255103C	Quadro K4100M
X	2256103C	Quadro K4100M
D	11B8	Quadro K5100M
X	02701558	Quadro K5100M
X	03761558	Quadro K5100M
X	05CD1028	Quadro K5100M
X	15CD1028	Quadro K5100M
X	190A103C	Quadro K5100M
X	197A103C	Quadro K5100M
X	2255103C	Quadro K5100M
X	2256103C	Quadro K5100M
X	75001558	Quadro K5100M
X	77001558	Quadro K5100M
D	11BA	Quadro K5000
D	11BC	Quadro K5000M
X	02701558	Quadro K5000M
X	03711558	Quadro K5000M
X	03761558	Quadro K5000M
X	053F1028	Quadro K5000M
X	153F1028	Quadro K5000M
X	176210CF	Quadro K5000M
X	176C103C	Quadro K5000M
D	11BD	Quadro K4000M
X	053F1028	Quadro K4000M
X	10DB1462	Quadro K4000M
X	153F1028	Quadro K4000M
X	176110CF	Quadro K4000M
X	176C103C	Quadro K4000M
D	11BE	Quadro K3000M
X	053F1028	Quadro K3000M
X	10DB1462	Quadro K3000M
X	10EB1462	Quadro K3000M
X	153F1028	Quadro K3000M
X	176010CF	Quadro K3000M
X	176C103C	Quadro K3000M
X	51051558	Quadro K3000M
X	51061558	Quadro K3000M
X	71021558	Quadro K3000M
X	71041558	Quadro K3000M
D	11C0	GeForce GTX 660
X	068B1028	GeForce GTX 660
X	07901028	GeForce GTX 660
X	079A1028	GeForce GTX 660
D	11C2	GeForce GTX 650 Ti BOOST
X	068B1028	GeForce GTX 650 Ti BOOST
X	07901028	GeForce GTX 650 Ti BOOST
X	079A1028	GeForce GTX 650 Ti BOOST
D	11C3	GeForce GTX 650 Ti
X	068B1028	GeForce GTX 650 Ti
X	07901028	GeForce GTX 650 Ti
X	079A1028	GeForce GTX 650 Ti
D	11C4	GeForce GTX 645
X	102910DE	GeForce GTX 645
X	1645174B	GeForce GTX 645
X	90CC1B0A	GeForce GTX 645
D	11C5	GeForce GT 740
D	11C6	GeForce GTX 650 Ti
X	068B1028	GeForce GTX 650 Ti
X	07901028	GeForce GTX 650 Ti
X	079A1028	GeForce GTX 650 Ti
X	0995144D	GeForce GTX 650 Ti
X	101610DE	GeForce GTX 650 Ti
D	11C8	GeForce GTX 650
X	068B1028	GeForce GTX 650
X	07901028	GeForce GTX 650
X	079A1028	GeForce GTX 650
D	11CB	GeForce GT 740
D	11E0	GeForce GTX 770M
X	02701558	GeForce GTX 770M
X	02711558	GeForce GTX 770M
X	03761558	GeForce GTX 770M
X	05AA1028	GeForce GTX 770M
X	05AB1028	GeForce GTX 770M
X	05AD1028	GeForce GTX 770M
X	05AE1028	GeForce GTX 770M
X	10E81462	GeForce GTX 770M
X	10ED1462	GeForce GTX 770M
X	1702172F	GeForce GTX 770M
X	213E1043	GeForce GTX 770M
X	21BB1043	GeForce GTX 770M
X	25521458	GeForce GTX 770M
X	51061558	GeForce GTX 770M
X	71041558	GeForce GTX 770M
X	880113FE	GeForce GTX 770M
X	A5521458	GeForce GTX 770M
X	FA761179	GeForce GTX 770M
X	FA771179	GeForce GTX 770M
D	11E1	GeForce GTX 765M
X	03761558	GeForce GTX 765M
X	05A91028	GeForce GTX 765M
X	05AA1028	GeForce GTX 765M
X	05AB1028	GeForce GTX 765M
X	05AC1028	GeForce GTX 765M
X	05AD1028	GeForce GTX 765M
X	05AE1028	GeForce GTX 765M
X	10EE1462	GeForce GTX 765M
X	1701172F	GeForce GTX 765M
X	17561458	GeForce GTX 765M
X	25521458	GeForce GTX 765M
X	51061558	GeForce GTX 765M
X	71041558	GeForce GTX 765M
X	A5521458	GeForce GTX 765M
D	11E2	GeForce GTX 765M
X	02301558	GeForce GTX 765M
X	05A91028	GeForce GTX 765M
X	05AC1028	GeForce GTX 765M
X	07871025	GeForce GTX 765M
X	10E01462	GeForce GTX 765M
X	10E11462	GeForce GTX 765M
X	119D1043	GeForce GTX 765M
X	15521458	GeForce GTX 765M
X	20071B61	GeForce GTX 765M
X	24521458	GeForce GTX 765M
X	34561458	GeForce GTX 765M
X	35371558	GeForce GTX 765M
X	67461A58	GeForce GTX 765M
X	67481A58	GeForce GTX 765M
X	A4561458	GeForce GTX 765M
X	A7481A58	GeForce GTX 765M
X	B21519DA	GeForce GTX 765M
X	B5521458	GeForce GTX 765M
D	11E3	GeForce GTX 760M
X	073F1025	GeForce GTX 760M
X	07811025	GeForce GTX 760M
X	07871025	GeForce GTX 760M
X	082E1025	GeForce GTX 760M
X	1059152D	GeForce GTX 760M
X	10E31462	GeForce GTX 760M
X	10FE1462	GeForce GTX 760M
X	10FF1462	GeForce GTX 760M
X	14AD1043	GeForce GTX 760M
X	22BA1043	GeForce GTX 760M
X	22CA1043	GeForce GTX 760M
X	34561458	GeForce GTX 760M
X	35051558	GeForce GTX 760M
X	368317AA	GeForce GTX 760A
X	A4561458	GeForce GTX 760M
D	11FA	Quadro K4000
D	11FC	Quadro K2100M
X	00011179	Quadro K2100M
X	05CC1028	Quadro K2100M
X	10FB1462	Quadro K2100M
X	111D1462	Quadro K2100M
X	111E1462	Quadro K2100M
X	15CC1028	Quadro K2100M
X	1708172F	Quadro K2100M
X	17EF10CF	Quadro K2100M
X	1909103C	Quadro K2100M
X	197B103C	Quadro K2100M
X	221017AA	Quadro K2100M
X	221117AA	Quadro K2100M
X	221A17AA	Quadro K2100M
X	221E17AA	Quadro K2100M
X	2253103C	Quadro K2100M
X	2254103C	Quadro K2100M
D	1200	GeForce GTX 560 Ti
X	838B1043	GeForce GTX 560 Ti
X	83AC1043	GeForce GTX 560 Ti
X	C0001458	GeForce GTX 560 Ti
D	1201	GeForce GTX 560
X	C0001458	GeForce GTX 560
D	1205	GeForce GTX 460 v2
X	C0001458	GeForce GTX 460 v2
D	1206	GeForce  GTX 555
X	095810DE	GeForce  GTX 555
D	1207	GeForce GT 645
X	0645174B	GeForce GT 645
D	1208	GeForce GTX 560 SE
D	1210	GeForce GTX 570M
X	10BD1462	GeForce GTX 570M
D	1211	GeForce GTX 580M
X	02701558	GeForce GTX 580M
X	02711558	GeForce GTX 580M
X	048F1028	GeForce GTX 580M
X	04901028	GeForce GTX 580M
X	04BA1028	GeForce GTX 580M
X	10A91462	GeForce GTX 580M
X	51021558	GeForce GTX 580M
X	71001558	GeForce GTX 580M
X	71011558	GeForce GTX 580M
X	72001558	GeForce GTX 580M
D	1212	GeForce GTX 675M
X	02701558	GeForce GTX 675M
X	02711558	GeForce GTX 675M
X	05501028	GeForce GTX 675M
X	05511028	GeForce GTX 675M
X	057B1028	GeForce GTX 675M
X	05801028	GeForce GTX 675M
X	10CB1462	GeForce GTX 675M
X	51051558	GeForce GTX 675M
X	71021558	GeForce GTX 675M
X	C0D0144D	GeForce GTX 675M
D	1213	GeForce GTX 670M
X	03711558	GeForce GTX 670M
X	10CB1462	GeForce GTX 670M
X	21191043	GeForce GTX 670M
X	21201043	GeForce GTX 670M
X	51051558	GeForce GTX 670M
X	71021558	GeForce GTX 670M
X	80001558	GeForce GTX 670M
X	AF151462	GeForce GTX 670M
X	FB121179	GeForce GTX 670M
X	FB181179	GeForce GTX 670M
X	FB1A1179	GeForce GTX 670M
D	1241	GeForce GT 545
X	091D10DE	GeForce GT 545
D	1243	GeForce GT 545
X	10121019	GeForce GT 545
X	23151462	GeForce GT 545
X	23161462	GeForce GT 545
X	23171462	GeForce GT 545
X	23181462	GeForce GT 545
X	3A281642	GeForce GT 545
X	5178174B	GeForce GT 545
X	6178174B	GeForce GT 545
X	85081043	GeForce GT 545
D	1244	GeForce GTX 550 Ti
X	26121462	GeForce GTX 550 Ti
X	5194174B	GeForce GTX 550 Ti
X	838C1043	GeForce GTX 550 Ti
X	90A21B0A	GeForce GTX 550 Ti
X	C0001458	GeForce GTX 550 Ti
D	1245	GeForce GTS 450
X	C0001458	GeForce GTS 450
D	1246	GeForce GT 550M
X	05701028	GeForce GT 550M
X	05711028	GeForce GT 550M
D	1247	GeForce GT 555M
X	15321458	GeForce GT 555M
X	17521043	GeForce GT 555M
X	20501043	GeForce GT 555M
X	20511043	GeForce GT 555M
X	212A1043	GeForce GT 635M
X	212B1043	GeForce GT 635M
X	212C1043	GeForce GT 635M
X	67441458	GeForce GT 555M
D	1248	GeForce GT 555M
X	08901854	GeForce GT 555M
X	08911854	GeForce GT 555M
X	10E717C0	GeForce GT 555M
X	10E817C0	GeForce GT 555M
X	10EA17C0	GeForce GT 555M
X	17951854	GeForce GT 555M
X	17961854	GeForce GT 555M
X	30051854	GeForce GT 555M
D	1249	GeForce GTS 450
D	124B	GeForce GT 640
X	0640174B	GeForce GT 640
X	23191462	GeForce GT 640
X	231A1462	GeForce GT 640
X	231B1462	GeForce GT 640
X	85401043	GeForce GT 640
D	124D	GeForce GT 555M
X	04911028	GeForce GT 555M
X	05701028	GeForce GT 555M
X	05711028	GeForce GT 555M
X	108D1462	GeForce GT 555M
X	10CC1462	GeForce GT 635M
D	1251	GeForce GTX 560M
X	048F1028	GeForce GTX 560M
X	04901028	GeForce GTX 560M
X	04BA1028	GeForce GTX 560M
X	10A91462	GeForce GTX 560M
X	13B71043	GeForce GTX 560M
X	204A1043	GeForce GTX 560M
X	204B1043	GeForce GTX 560M
X	21001043	GeForce GTX 560M
X	51021558	GeForce GTX 560M
X	71001558	GeForce GTX 560M
X	71011558	GeForce GTX 560M
X	72001558	GeForce GTX 560M
X	80001558	GeForce GTX 560M
X	84BA1043	GeForce GTX 560M
X	FC001179	GeForce GTX 560M
X	FC011179	GeForce GTX 560M
X	FC051179	GeForce GTX 560M
D	1280	GeForce GT 635
X	10181019	GeForce GT 635
X	10191019	GeForce GT 635
X	10201019	GeForce GT 635
X	103210DE	GeForce GT 635
X	189110CF	GeForce GT 635
X	29021462	GeForce GT 635
X	29201462	GeForce GT 635
X	29221462	GeForce GT 635
X	29241462	GeForce GT 635
X	3D061642	GeForce GT 635
X	80A2144D	GeForce GT 635
X	80A4144D	GeForce GT 635
D	1281	GeForce GT 710
X	29291462	GeForce GT 710
X	3261174B	GeForce GT 710
X	326A174B	GeForce GT 710
D	1282	GeForce GT 640
D	1284	GeForce GT 630
D	1286	GeForce GT 720
X	10251019	GeForce GT 720
X	108710DE	GeForce GT 720
X	29271462	GeForce GT 720
X	29281462	GeForce GT 720
X	308A174B	GeForce GT 720
X	80A6144D	GeForce GT 720
X	80A8144D	GeForce GT 720
X	86411043	GeForce GT 720
D	1287	GeForce GT 730
X	08621043	GeForce GT 730
X	10341019	GeForce GT 730
X	10831028	GeForce GT 730
X	17061642	GeForce GT 730
X	292A1462	GeForce GT 730
X	292B1462	GeForce GT 730
X	2B4E103C	GeForce GT 730
X	31311462	GeForce GT 730
X	324A174B	GeForce GT 730
X	326C174B	GeForce GT 730
X	33801462	GeForce GT 730
X	33821028	GeForce GT 730
X	3E561642	GeForce GT 730
X	3F861642	GeForce GT 730
X	80AA144D	GeForce GT 730
X	82E9103C	GeForce GT 730
X	90F51B0A	GeForce GT 730
X	90F61B0A	GeForce GT 730
X	A324174B	GeForce GT 730
D	1288	GeForce GT 720
X	16101642	GeForce GT 720
X	17061642	GeForce GT 720
X	31301462	GeForce GT 720
X	31331462	GeForce GT 720
X	326B174B	GeForce GT 720
X	33811462	GeForce GT 720
X	3E561642	GeForce GT 720
X	5326174B	GeForce GT 720
X	6326174B	GeForce GT 720
X	86701043	GeForce GT 720
D	1289	GeForce GT 710
X	80A9144D	GeForce GT 710
X	866F1043	GeForce GT 710
D	128B	GeForce GT 710
X	07901028	GeForce GT 710
X	118B1028	GeForce GT 710
X	85761043	GeForce GT 710
D	1290	GeForce GT 730M
X	00111179	GeForce GT 730M
X	00121179	GeForce GT 730M
X	00131179	GeForce GT 730M
X	007614C0	GeForce GT 730M
X	007714C0	GeForce GT 730M
X	008414C0	GeForce GT 730M
X	10B81462	GeForce GT 730M
X	13AD1043	GeForce GT 730M
X	13CD1043	GeForce GT 730M
X	1707172F	GeForce GT 730M
X	1709172F	GeForce GT 730M
X	193E103C	GeForce GT 730M
X	2149103C	GeForce GT 730M
X	220D17AA	GeForce GT 730M
X	220F17AA	GeForce GT 730M
X	221117AA	GeForce GT 730M
X	221D17AA	GeForce GT 730M
X	221E17AA	GeForce GT 730M
X	221F17AA	GeForce GT 730M
X	2AFA103C	GeForce 730A
X	380017AA	GeForce GT 730M
X	403B1071	GeForce GT 730M
X	403C1071	GeForce GT 730M
X	501417AA	GeForce GT 730M
X	502617AA	GeForce GT 730M
X	502717AA	GeForce GT 730M
X	502817AA	GeForce GT 730M
X	A2101B72	GeForce GT 730M
X	C91716F8	GeForce GT 730M
D	1291	GeForce GT 735M
X	081D1025	GeForce GT 735M
X	335617AA	GeForce GT 735M
X	90B7104D	GeForce GT 735M
X	90C3104D	GeForce GT 735M
D	1292	GeForce GT 740M
X	006314C0	GeForce GT 740M
X	007814C0	GeForce GT 740M
X	01931854	GeForce GT 740M
X	02081854	GeForce GT 740M
X	05F51028	GeForce GT 740M
X	06071028	GeForce GT 740M
X	06161028	GeForce GT 740M
X	06381028	GeForce GT 740M
X	073F1025	GeForce GT 740M
X	07761025	GeForce GT 740M
X	07811025	GeForce GT 740M
X	07981025	GeForce GT 740M
X	07991025	GeForce GT 740M
X	079B1025	GeForce GT 740M
X	079C1025	GeForce GT 740M
X	08331025	GeForce GT 740M
X	08361025	GeForce GT 740M
X	08421025	GeForce GT 740M
X	1004152D	GeForce GT 740M
X	1008152D	GeForce GT 740M
X	10501854	GeForce GT 740M
X	1054152D	GeForce GT 740M
X	1060152D	GeForce GT 740M
X	1061152D	GeForce GT 740M
X	1077152D	GeForce GT 740M
X	10CC1043	GeForce GT 740M
X	10E91462	GeForce GT 740M
X	10F517C0	GeForce GT 740M
X	122D1043	GeForce GT 740M
X	123D1043	GeForce GT 740M
X	124D1043	GeForce GT 740M
X	126D1043	GeForce GT 740M
X	130D1043	GeForce GT 740M
X	131D1043	GeForce GT 740M
X	139D1043	GeForce GT 740M
X	13FD1043	GeForce GT 740M
X	14FD1043	GeForce GT 740M
X	1961103C	GeForce GT 740M
X	1963103C	GeForce GT 740M
X	1964103C	GeForce GT 740M
X	1966103C	GeForce GT 740M
X	198C103C	GeForce GT 740M
X	198D103C	GeForce GT 740M
X	20DC1B0A	GeForce GT 740M
X	20DD1B0A	GeForce GT 740M
X	21061B0A	GeForce GT 740M
X	21091B0A	GeForce GT 740M
X	210E1B0A	GeForce GT 740M
X	21301043	GeForce GT 740M
X	2165103C	GeForce GT 740M
X	2166103C	GeForce GT 740M
X	219A103C	GeForce GT 740M
X	219C103C	GeForce GT 740M
X	21B0103C	GeForce GT 740M
X	21B1103C	GeForce GT 740M
X	21BA1043	GeForce GT 740M
X	21D9103C	GeForce GT 740M
X	21DA103C	GeForce GT 740M
X	21FA1043	GeForce GT 740M
X	22021B0A	GeForce GT 740M
X	220A1043	GeForce GT 740M
X	22221B0A	GeForce GT 740M
X	35521458	GeForce GT 740M
X	367517AA	GeForce GT 740A
X	367C17AA	GeForce GT 740A
X	368417AA	GeForce GT 740A
X	380117AA	GeForce GT 740M
X	380217AA	GeForce GT 740M
X	380517AA	GeForce GT 740M
X	380617AA	GeForce GT 740M
X	380917AA	GeForce GT 740M
X	380A17AA	GeForce GT 740M
X	390417AA	GeForce GT 740M
X	391217AA	GeForce GT 740M
X	500317AA	GeForce GT 740M
X	500717AA	GeForce GT 740M
X	501417AA	GeForce GT 740M
X	501917AA	GeForce GT 740M
X	501A17AA	GeForce GT 740M
X	502317AA	GeForce GT 740M
X	502A17AA	GeForce GT 740M
X	502F17AA	GeForce GT 740M
X	503E17AA	GeForce GT 740M
X	50821558	GeForce GT 740M
X	65001558	GeForce GT 740M
X	65651558	GeForce GT 740M
X	85791043	GeForce GT 740M
X	85A11043	GeForce GT 740M
X	90B8104D	GeForce GT 740M
X	90BE104D	GeForce GT 740M
X	999B1019	GeForce GT 740M
X	999C1019	GeForce GT 740M
X	999F1019	GeForce GT 740M
X	99A21019	GeForce GT 740M
X	99A31019	GeForce GT 740M
X	AA331462	GeForce GT 740M
X	AA731462	GeForce GT 740M
X	AA891462	GeForce GT 740M
X	AA8A1462	GeForce GT 740M
X	AAA11462	GeForce GT 740M
X	AC111462	GeForce GT 740M
X	AC7C1462	GeForce GT 740M
X	AC911462	GeForce GT 740M
X	AC951462	GeForce GT 740M
X	ACB11462	GeForce GT 740M
X	AE611462	GeForce GT 740M
X	AE621462	GeForce GT 740M
X	AE631462	GeForce GT 740M
X	AF111462	GeForce GT 740M
X	AF131462	GeForce GT 740M
X	AF161462	GeForce GT 740M
X	AF171462	GeForce GT 740M
X	C709144D	GeForce GT 740M
X	FA011179	GeForce GT 740M
X	FA021179	GeForce GT 740M
X	FA031179	GeForce GT 740M
X	FA051179	GeForce GT 740M
X	FA111179	GeForce GT 740M
X	FA131179	GeForce GT 740M
X	FA181179	GeForce GT 740M
X	FA191179	GeForce GT 740M
X	FA211179	GeForce GT 740M
X	FA231179	GeForce GT 740M
X	FA2A1179	GeForce GT 740M
X	FA321179	GeForce GT 740M
X	FA331179	GeForce GT 740M
X	FA361179	GeForce GT 740M
X	FA381179	GeForce GT 740M
X	FA421179	GeForce GT 740M
X	FA431179	GeForce GT 740M
X	FA451179	GeForce GT 740M
X	FA471179	GeForce GT 740M
X	FA491179	GeForce GT 740M
X	FA581179	GeForce GT 740M
X	FA591179	GeForce GT 740M
X	FA641179	GeForce GT 740M
X	FA781179	GeForce GT 740M
X	FA791179	GeForce GT 740M
X	FA881179	GeForce GT 740M
X	FA891179	GeForce GT 740M
X	FAC11179	GeForce GT 740M
X	FAD11179	GeForce GT 740M
D	1293	GeForce GT 730M
X	1000152D	GeForce GT 730M
X	55401B50	GeForce GT 730M
D	1295	GeForce 710A
X	2B0D103C	GeForce 710A
X	2B0F103C	GeForce 710A
X	2B20103C	GeForce 810A
X	2B21103C	GeForce 810A
X	367A17AA	GeForce 805A
X	367C17AA	GeForce 710A
D	1296	GeForce 825M
X	21091B0A	GeForce 825M
X	22221B0A	GeForce 825M
X	C737144D	GeForce 825M
D	1298	GeForce GT 720M
X	124D1043	GeForce GT 720M
X	21FA1043	GeForce GT 720M
D	1299	GeForce GT 730
X	01C61B0A	GeForce GT 730
X	02601854	GeForce 920M
X	06521028	GeForce 920M
X	06531028	GeForce 920M
X	06551028	GeForce 920M
X	06561028	GeForce 920M
X	065E1028	GeForce 920M
X	06621028	GeForce 920M
X	06AD1028	GeForce 920M
X	06AE1028	GeForce 920M
X	06AF1028	GeForce 920M
X	06B01028	GeForce 920M
X	06C01028	GeForce 920M
